Date,DANE.Year.Day,wildfire,DANE,Year,DANEYear,Day,DANE.Year,DUSMASS25,BCSMASS,DMSSMASS,DUSMASS,OCSMASS,SO2SMASS,SO4SMASS,PBLH,SPEED,pop_density,TLML,excess_all_1,excess_all_2,excess_all_3,excess_all_4,excess_all_5,excess_all_6,excess_all_7,excess_all_8,excess_all_10,excess_all_20,excess_all_30
16/09/2019,41001-2019-259,1,41001,2019,410012019,259,41001-2019,0.37927876,0.188925597,0,1.201293771,2.44726144,0.043104418,0.22648717,476.5328106,5.433945849,7467.523009,22.63887296,0,0,0,0,0,0,0,0,0,0,0
18/09/2019,41001-2019-261,1,41001,2019,410012019,261,41001-2019,0.617853218,0.221569392,0,1.918591454,2.91165351,0.054941485,0.447555223,101.0513836,4.205769568,7467.523009,20.57806487,1,0,0,0,0,0,0,0,0,0,0
20/09/2019,41001-2019-263,1,41001,2019,410012019,263,41001-2019,0.92273355,0.401794495,0.000530579,3.185975696,4.837611946,0.141159485,0.890557553,749.370286,2.024770735,7467.523009,21.33300035,0,0,0,0,0,0,0,0,0,0,0
22/09/2019,41001-2019-265,1,41001,2019,410012019,265,41001-2019,0.473823476,0.197227888,0,1.476547647,2.712849768,0.050019105,0.394406874,280.3876536,4.903633694,7467.523009,20.08879571,0,0,0,0,0,0,0,0,0,0,1
23/09/2019,41001-2019-266,1,41001,2019,410012019,266,41001-2019,0.711448802,0.278191597,0,2.458645649,3.832454682,0.11083643,0.420572958,206.3101287,5.235723345,7467.523009,21.00724356,1,0,0,0,0,0,0,0,0,1,1
17/01/2018,41001-2018-17,1,41001,2018,410012018,17,41001-2018,1.690839399,0.214001224,6.61E-05,4.402449417,2.262282746,0.051966854,0.551652392,95.03112682,3.768325368,7415.612792,19.23056192,1,0,0,1,1,1,1,1,1,1,1
19/01/2018,41001-2018-19,1,41001,2018,410012018,19,41001-2018,1.286673237,0.142327829,0,3.242346723,1.574974901,0.059844996,0.49110664,146.3430655,3.398912585,7415.612792,19.54936193,1,1,1,1,1,1,1,1,1,1,1
7/06/2017,41001-2017-158,0,41001,2017,410012017,158,41001-2017,2.43453226,0.07309193,0.000263344,6.752999489,1.190757389,0.060759694,0.269667703,98.96489001,3.68447177,7324.460924,19.67262615,0,1,0,0,0,0,0,0,0,0,0
14/06/2017,41001-2017-165,0,41001,2017,410012017,165,41001-2017,1.785094103,0.068964784,0.000230159,5.119403759,0.947086878,0.047034606,0.206731783,174.3052859,4.179212056,7324.460924,19.53607214,1,0,0,0,0,0,0,0,0,0,0
15/06/2017,41001-2017-166,0,41001,2017,410012017,166,41001-2017,1.316941317,0.069462661,0,3.907037158,1.008292661,0.05072571,0.255522798,225.7591638,3.439751419,7324.460924,19.43233837,0,0,0,0,0,0,0,0,0,0,0
7/07/2017,41001-2017-188,1,41001,2017,410012017,188,41001-2017,2.617411214,0.122103781,0,7.565204479,1.440906002,0.036315161,0.25150639,180.8022749,4.067799211,7324.460924,18.53572038,0,0,1,1,1,1,1,1,0,0,0
14/07/2017,41001-2017-195,1,41001,2017,410012017,195,41001-2017,2.192277402,0.067181705,0,6.12421445,1.426816745,0.062386288,0.340422356,61.62668509,4.495519538,7324.460924,18.14786495,0,0,0,0,0,0,0,0,0,0,0
15/07/2017,41001-2017-196,1,41001,2017,410012017,196,41001-2017,2.692459897,0.075634794,0,7.22821473,1.316509932,0.077883369,0.351356203,111.588025,4.677013371,7324.460924,18.59865399,0,0,0,0,0,0,0,0,0,0,0
18/12/2017,41001-2017-352,0,41001,2017,410012017,352,41001-2017,0.761332666,0.166670161,0,2.074152213,2.401825635,0.132564542,0.584060842,107.6323711,3.436625052,7324.460924,20.49541028,0,0,1,1,1,1,0,0,0,0,0
20/12/2017,41001-2017-354,0,41001,2017,410012017,354,41001-2017,0.653930385,0.297926759,0,2.614612639,3.562794152,0.17470822,0.859626967,356.8756529,3.566547423,7324.460924,20.29687249,1,1,1,1,0,0,0,0,0,0,0
5/08/2016,41001-2016-218,0,41001,2016,410012016,218,41001-2016,0.65697209,0.133482485,0,2.007375929,2.003599325,0.040560179,0.431516688,527.4828597,4.991736671,7240.393741,20.28711724,1,1,0,0,0,0,0,0,0,0,0
10/08/2016,41001-2016-223,0,41001,2016,410012016,223,41001-2016,0.773662743,0.056403199,5.09E-05,2.172971276,0.895379382,0.025464048,0.161248429,361.1979822,5.110301021,7240.393741,19.51496296,1,1,1,0,0,0,0,0,0,0,0
4/09/2016,41001-2016-248,1,41001,2016,410012016,248,41001-2016,0.900564815,0.086740547,1.05E-05,2.538542129,1.711143879,0.040374482,0.251169627,233.8758591,5.181088103,7240.393741,20.77352758,0,0,0,0,0,0,0,0,0,0,0
9/09/2016,41001-2016-253,1,41001,2016,410012016,253,41001-2016,0.90281782,0.147446109,0,2.759350939,2.176904128,0.03521421,0.410811311,482.6436792,5.85654314,7240.393741,20.74590466,0,0,0,0,0,0,0,0,0,0,0
5/08/2015,41001-2015-217,0,41001,2015,410012015,217,41001-2015,1.553115766,0.11781563,6.24E-05,4.717722069,2.018186714,0.032325857,0.509881056,310.8781449,4.71089866,7156.767971,19.48971042,0,0,0,0,0,0,0,0,0,0,0
7/08/2015,41001-2015-219,0,41001,2015,410012015,219,41001-2015,1.02260734,0.082304822,0,2.999738582,1.460365422,0.029689653,0.294173624,652.0080425,5.322605216,7156.767971,20.65366171,0,0,0,0,0,0,0,0,0,0,0
8/08/2015,41001-2015-220,0,41001,2015,410012015,220,41001-2015,0.777002785,0.069658631,0,2.173728362,1.477456164,0.030242327,0.176943725,369.7566891,4.604923221,7156.767971,20.01211451,0,0,0,0,0,0,0,0,0,0,0
4/09/2015,41001-2015-247,1,41001,2015,410012015,247,41001-2015,1.514887209,0.087582553,3.53E-06,4.195384109,1.364735568,0.03829985,0.306900325,523.0230656,5.72038409,7156.767971,21.00151786,0,0,0,0,0,0,0,0,0,0,0
6/09/2015,41001-2015-249,1,41001,2015,410012015,249,41001-2015,4.399978799,0.133241563,0,10.93159482,1.972548082,0.045294525,0.47298462,280.9884023,4.724455875,7156.767971,20.84155642,0,0,0,0,0,0,0,0,0,0,0
7/09/2015,41001-2015-250,1,41001,2015,410012015,250,41001-2015,1.56741165,0.084561524,0,3.982262716,1.503492013,0.035396952,0.171228486,381.3996303,4.684876832,7156.767971,21.03528504,0,0,0,0,0,0,0,0,0,0,0
7/03/2014,41001-2014-66,0,41001,2014,410012014,66,41001-2014,4.871749301,0.592786746,0.000144906,10.72780176,5.650346616,0.073904749,1.028687051,267.5792471,3.303883875,7076.563155,19.57475583,0,0,0,0,0,0,0,0,0,0,0
6/04/2014,41001-2014-96,1,41001,2014,410012014,96,41001-2014,0.423436421,0.064792527,0.000695138,0.993055645,1.088652636,0.030769466,0.129931738,303.5522494,4.969196123,7076.563155,19.96407244,0,0,0,0,0,0,0,0,0,0,0
13/07/2014,41001-2014-194,0,41001,2014,410012014,194,41001-2014,0.335970128,0.056385839,0,0.998522981,1.286125144,0.028831743,0.177687985,212.2068791,3.838110289,7076.563155,18.92342175,0,1,1,1,1,0,0,1,0,0,0
16/07/2014,41001-2014-197,0,41001,2014,410012014,197,41001-2014,0.924452891,0.059706649,2.61E-05,2.852742581,1.000829941,0.028644941,0.171249467,277.5759479,3.862394119,7076.563155,18.98358799,1,0,0,0,0,0,0,1,0,0,0
19/07/2014,41001-2014-200,0,41001,2014,410012014,200,41001-2014,0.74147831,0.065481799,9.06E-05,2.218806577,1.26318572,0.042844744,0.362317507,240.2930463,5.257620321,7076.563155,18.91382429,1,1,1,1,1,1,1,0,1,0,0
24/07/2014,41001-2014-205,0,41001,2014,410012014,205,41001-2014,1.710030791,0.050677065,0.000409996,4.703965682,0.886801976,0.0219842,0.145214789,343.0553839,4.334604529,7076.563155,19.43005094,0,0,0,0,0,0,0,0,0,0,0
28/07/2014,41001-2014-209,0,41001,2014,410012014,209,41001-2014,1.563982088,0.05239393,0.000301309,4.953391282,0.951985614,0.034579757,0.282691446,487.2635279,4.830855628,7076.563155,19.52095029,1,1,1,1,1,0,0,0,0,0,0
29/07/2014,41001-2014-210,0,41001,2014,410012014,210,41001-2014,1.664093062,0.044475437,0.000212707,4.910156637,0.891184068,0.025239962,0.159669086,393.328237,4.961422862,7076.563155,19.30776494,0,0,0,0,0,0,0,0,0,0,0
12/08/2014,41001-2014-224,1,41001,2014,410012014,224,41001-2014,0.895263966,0.05148114,0,2.626883307,1.080271773,0.03629318,0.198066259,463.5751457,5.287560097,7076.563155,20.25204938,0,0,0,0,0,0,0,0,0,0,0
15/08/2014,41001-2014-227,1,41001,2014,410012014,227,41001-2014,3.533701964,0.075691301,0.000122317,10.65268302,1.230154445,0.030391705,0.321624001,437.9695098,5.733080273,7076.563155,19.56485238,0,0,0,0,0,1,0,0,0,0,0
18/08/2014,41001-2014-230,1,41001,2014,410012014,230,41001-2014,1.015672354,0.141850799,0,3.067405215,1.988807986,0.045941644,0.274621086,379.1097404,4.97501369,7076.563155,19.33359942,1,1,1,1,1,1,1,1,1,0,0
23/08/2014,41001-2014-235,1,41001,2014,410012014,235,41001-2014,1.126005774,0.324000077,0,3.49499954,3.75994012,0.076246439,0.686928229,363.7597572,5.519049467,7076.563155,20.20249743,1,1,0,0,0,0,0,0,0,0,0
27/08/2014,41001-2014-239,1,41001,2014,410012014,239,41001-2014,0.48362425,0.093440699,0,1.331440813,1.569843712,0.039338446,0.229471209,300.7803853,3.221077024,7076.563155,18.73388467,1,1,0,0,0,0,0,0,0,0,0
28/08/2014,41001-2014-240,1,41001,2014,410012014,240,41001-2014,0.324457765,0.051757618,4.20E-05,0.890618833,1.006087563,0.037219809,0.07688716,256.9608187,3.920960566,7076.563155,19.74551194,0,0,0,0,0,0,0,0,0,0,0
22/06/2013,41001-2013-173,0,41001,2013,410012013,173,41001-2013,3.600525704,0.066449193,0.000253197,10.23156216,1.163008711,0.045392096,0.254335597,196.6129552,3.188420668,6996.645258,19.62041684,0,0,0,0,0,0,0,0,0,0,0
24/06/2013,41001-2013-175,0,41001,2013,410012013,175,41001-2013,4.215424527,0.050507687,0.00060905,11.29998708,0.667170154,0.027759042,0.048553264,192.4722981,3.417210118,6996.645258,19.20679514,0,1,0,0,0,0,0,0,0,0,0
25/06/2013,41001-2013-176,0,41001,2013,410012013,176,41001-2013,1.945856192,0.06311835,0.000121782,5.409209579,1.08006907,0.045650207,0.361455259,100.8888407,3.284781094,6996.645258,18.56732864,1,1,1,0,1,0,1,1,0,0,0
28/06/2013,41001-2013-179,0,41001,2013,410012013,179,41001-2013,1.802327675,0.083241582,0,5.244332857,1.279067493,0.040441755,0.577148255,121.3740012,3.384605644,6996.645258,18.45054969,0,1,0,0,0,1,0,0,0,0,0
29/06/2013,41001-2013-180,0,41001,2013,410012013,180,41001-2013,1.367122026,0.065295117,5.14E-05,3.863191248,1.245754414,0.05719227,0.255227313,219.3444506,3.370967699,6996.645258,20.43133479,1,1,1,1,1,1,0,0,0,0,0
30/06/2013,41001-2013-181,0,41001,2013,410012013,181,41001-2013,1.987687727,0.06178063,0,5.542828108,1.216592288,0.055838133,0.318977472,216.737463,3.855116071,6996.645258,19.78772047,0,0,0,0,0,0,0,0,0,0,0
22/07/2013,41001-2013-203,1,41001,2013,410012013,203,41001-2013,2.240041768,0.042568677,9.63E-05,6.488181621,1.002550954,0.029340883,0.115011911,220.4211848,3.225741516,6996.645258,19.05572768,0,1,0,0,0,0,0,0,0,0,0
24/07/2013,41001-2013-205,1,41001,2013,410012013,205,41001-2013,1.979359108,0.059175695,0.000680133,6.276406041,1.088348053,0.041543826,0.19642399,295.4221526,3.994054145,6996.645258,18.19001594,0,0,0,0,0,0,0,0,0,0,0
25/07/2013,41001-2013-206,1,41001,2013,410012013,206,41001-2013,1.941607427,0.047512912,0.000402885,6.008016668,0.836307925,0.019821253,0.121933577,476.9445432,4.871321035,6996.645258,19.45025057,0,0,0,0,0,0,0,0,0,0,0
28/07/2013,41001-2013-209,1,41001,2013,410012013,209,41001-2013,1.052696378,0.060748458,0,3.012742853,1.363722761,0.036785271,0.443607224,249.3821239,5.01091917,6996.645258,18.01574517,1,0,0,0,0,0,0,0,0,0,0
29/07/2013,41001-2013-210,1,41001,2013,410012013,210,41001-2013,1.059294264,0.071512939,0,3.182689698,1.225002584,0.035789244,0.478755306,302.1013944,4.187886134,6996.645258,18.40850459,0,0,0,0,0,0,0,0,1,0,0
30/07/2013,41001-2013-211,1,41001,2013,410012013,211,41001-2013,0.744808262,0.068650023,0,2.328654323,1.150540037,0.031489389,0.402901869,522.0580806,4.434680426,6996.645258,18.93048171,0,0,0,0,0,0,0,0,1,1,1
3/08/2012,41001-2012-216,0,41001,2012,410012012,216,41001-2012,0.918602899,0.116305644,0,2.859899075,1.841436427,0.069047092,0.433763888,142.7928739,4.320817747,6918.051601,19.16969808,1,1,1,1,1,1,1,1,1,1,0
2/09/2012,41001-2012-246,1,41001,2012,410012012,246,41001-2012,0.767876842,0.324300169,8.63E-06,2.328898436,4.193814677,0.050728005,0.377500345,423.1567625,4.647372981,6918.051601,18.96977921,1,1,1,0,0,1,1,1,0,0,0
11/01/2010,41001-2010-11,1,41001,2010,410012010,11,41001-2010,0.706501242,0.943504491,0,2.507788493,9.928323041,0.329012674,1.417537812,386.0990492,4.816406202,6760.798075,21.28518696,1,0,1,1,1,1,1,1,1,1,1
2/07/2010,41001-2010-183,0,41001,2010,410012010,183,41001-2010,0.650215978,0.05214347,4.25E-05,1.64586791,1.023715621,0.059234415,0.126369787,43.12180845,3.742049438,6760.798075,18.4681538,0,0,1,1,1,1,1,1,1,1,1
1/08/2010,41001-2010-213,1,41001,2010,410012010,213,41001-2010,1.27502956,0.122815152,0.000308084,3.664405615,2.128831552,0.069271236,0.497130538,432.1007936,3.208264639,6760.798075,20.40095357,1,1,1,1,1,1,1,1,1,1,1
10/08/2009,41001-2009-222,0,41001,2009,410012009,222,41001-2009,2.275839787,0.079545002,0,6.810056999,1.398974462,0.023126248,0.652110353,431.6532791,5.013548042,6680.571189,19.23462739,1,0,0,0,1,1,1,0,1,1,1
13/08/2009,41001-2009-225,0,41001,2009,410012009,225,41001-2009,0.840771244,0.077824977,0,2.507894346,1.228150304,0.026980033,0.359418151,433.4477702,5.312953367,6680.571189,19.99902604,1,1,1,1,1,1,1,1,1,1,1
9/09/2009,41001-2009-252,1,41001,2009,410012009,252,41001-2009,3.054352012,0.124649095,0.00050104,7.878932107,1.826703497,0.078296604,0.305673668,240.0152372,4.143185443,6680.571189,21.0999298,1,1,1,1,1,1,1,1,1,1,1
12/09/2009,41001-2009-255,1,41001,2009,410012009,255,41001-2009,0.865253389,0.11808592,0.000646989,2.636356213,1.707058951,0.060371282,0.293809481,395.4694336,4.813563012,6680.571189,20.17351637,0,0,1,1,1,1,1,1,1,1,1
12/12/2009,41001-2009-346,0,41001,2009,410012009,346,41001-2009,0.351950152,0.193405375,0.002929913,1.096942652,2.640794146,0.052548443,0.873807468,210.1979762,4.597649272,6680.571189,19.76213562,1,1,1,1,1,1,1,1,1,1,1
3/01/2007,25473-2007-3,0,25473,2007,254732007,3,25473-2007,1.103430455,0.254980442,9.75E-05,2.983113537,2.206506066,0.455496327,1.365259246,255.6758351,3.968500906,9128.494624,18.70465547,0,0,0,0,0,0,0,0,0,0,0
4/01/2007,25473-2007-4,0,25473,2007,254732007,4,25473-2007,1.192620057,0.221559418,0.000465713,2.807134866,2.083698655,0.492117683,1.05810895,267.6347897,3.739608095,9128.494624,18.85433523,0,0,0,0,0,0,0,0,0,0,0
2/02/2007,25473-2007-33,1,25473,2007,254732007,33,25473-2007,1.527984332,0.365864856,1.57E-05,3.285808127,3.539139165,1.089029178,0.404535189,275.3900616,6.030243284,9128.494624,18.99846506,0,0,0,0,0,0,0,0,0,0,0
3/02/2007,25473-2007-34,1,25473,2007,254732007,34,25473-2007,1.353017482,0.450502139,2.20E-06,3.190513973,4.050603268,1.283994748,0.424801917,-24.35267087,5.494789767,9128.494624,18.03479725,0,0,0,0,0,0,0,0,0,0,0
8/01/2017,25175-2017-8,0,25175,2017,251752017,8,25175-2017,1.222140112,0.246648399,2.35E-05,2.613097555,1.76736938,0.784998706,0.400416102,416.1090596,2.659432743,6805.452548,15.91229663,0,0,0,0,0,0,0,0,0,0,0
10/01/2017,25175-2017-10,0,25175,2017,251752017,10,25175-2017,2.766260571,0.256513172,3.29E-05,5.447160208,1.546788158,0.479637158,0.736883427,597.613425,2.601674799,6805.452548,15.08116112,0,1,1,0,0,0,0,0,0,0,0
11/01/2017,25175-2017-11,0,25175,2017,251752017,11,25175-2017,1.544282207,0.243088862,2.71E-05,3.105010641,1.720568066,0.446791801,1.360383198,478.9878144,2.526793384,6805.452548,15.47816242,1,1,0,0,0,0,0,0,0,0,0
7/02/2017,25175-2017-38,1,25175,2017,251752017,38,25175-2017,0.853785389,0.252394492,3.14E-05,2.123657438,2.152660834,0.717761635,0.514560668,59.53851667,3.991430833,6805.452548,16.07910302,0,0,1,1,1,1,1,1,0,0,0
9/02/2017,25175-2017-40,1,25175,2017,251752017,40,25175-2017,0.54179744,0.250178081,1.97E-06,1.367397998,2.073458131,0.788982317,0.453960282,32.61058871,4.756662271,6805.452548,17.03085304,1,1,1,1,1,1,1,1,1,1,0
10/02/2017,25175-2017-41,1,25175,2017,251752017,41,25175-2017,1.171530669,0.383157438,8.67E-06,3.268297136,3.180973837,0.756251531,0.862622172,639.1740208,2.607990551,6805.452548,17.26581206,0,0,0,0,0,0,0,0,0,0,0
2/01/2007,25175-2007-2,0,25175,2007,251752007,2,25175-2007,0.571706879,0.254725786,0.000311939,1.732999857,2.446864219,0.652202722,0.762089494,772.6672986,3.275242203,4185.070732,16.84423815,0,0,0,0,0,0,0,0,0,0,0
3/01/2007,25175-2007-3,0,25175,2007,251752007,3,25175-2007,1.096013323,0.225854664,0.000102482,2.954677952,2.097634856,0.351134963,1.243641871,396.6107285,3.814952499,4185.070732,16.93782324,0,0,0,0,0,0,0,0,0,0,0
4/01/2007,25175-2007-4,0,25175,2007,251752007,4,25175-2007,1.181978614,0.20211058,0.000499503,2.757687051,2.041928124,0.370985284,0.863286902,247.1151219,3.607432915,4185.070732,16.85397032,0,0,0,0,0,0,0,0,0,0,0
5/01/2007,25175-2007-5,0,25175,2007,251752007,5,25175-2007,1.062555455,0.303078936,0.00020216,2.677538162,2.649124393,0.65659041,0.976011439,292.6756212,2.873691083,4185.070732,16.34190302,0,0,0,0,0,0,0,0,0,0,0
6/01/2007,25175-2007-6,0,25175,2007,251752007,6,25175-2007,1.016743654,0.264499879,7.48E-05,2.278296382,2.550423841,0.770516953,0.622859483,400.5561358,2.939184132,4185.070732,16.64356389,0,0,0,0,0,0,0,0,0,0,0
7/01/2007,25175-2007-7,0,25175,2007,251752007,7,25175-2007,1.301898827,0.35047651,3.68E-05,3.601891114,3.094092781,0.638690258,1.605805037,1651.367991,3.21613963,4185.070732,16.49738792,0,0,0,0,0,0,0,0,0,0,0
8/01/2007,25175-2007-8,0,25175,2007,251752007,8,25175-2007,1.353268757,0.29987187,1.35E-05,3.627922213,2.699841486,0.559456944,1.381105058,432.2446713,2.578813697,4185.070732,16.15886634,0,0,0,0,0,0,0,0,0,0,0
9/01/2007,25175-2007-9,0,25175,2007,251752007,9,25175-2007,3.605302509,0.298771048,3.90E-06,9.000882214,2.894505006,0.795421869,1.082845203,778.7256125,2.823686132,4185.070732,16.47472472,0,0,0,0,0,0,0,0,0,0,0
10/01/2007,25175-2007-10,0,25175,2007,251752007,10,25175-2007,5.464854161,0.431419364,0.000124123,13.36742474,3.932187694,0.791927084,1.406162622,534.5734088,2.471434233,4185.070732,15.78931941,0,0,0,0,0,0,0,0,0,0,0
11/01/2007,25175-2007-11,0,25175,2007,251752007,11,25175-2007,6.674683517,0.348837947,0.000190135,15.75361081,3.302216625,0.648698806,1.18928136,320.186151,3.345767373,4185.070732,17.13734163,0,0,0,0,0,0,0,0,0,0,0
12/01/2007,25175-2007-12,0,25175,2007,251752007,12,25175-2007,2.47075969,0.244432344,0.00034503,5.964411045,2.176040439,0.618083672,0.928997178,1131.164429,3.296779416,4185.070732,17.36537008,0,0,0,0,0,0,0,0,0,0,0
13/01/2007,25175-2007-13,0,25175,2007,251752007,13,25175-2007,1.645100266,0.236818562,0.000155915,3.687878764,1.88948608,0.728929118,0.626470299,374.6904839,2.70212651,4185.070732,17.14428943,0,0,0,0,0,0,0,0,0,0,0
14/01/2007,25175-2007-14,0,25175,2007,251752007,14,25175-2007,2.407770136,0.278723654,0.000164139,5.175392358,2.561198153,0.699921683,0.772117808,463.2871023,2.700698758,4185.070732,16.58989724,0,0,0,0,0,0,0,0,0,0,0
1/02/2007,25175-2007-32,1,25175,2007,251752007,32,25175-2007,2.237355694,0.354642035,2.59E-05,4.601380422,3.368465976,0.857150794,0.531326924,82.28632038,4.512824234,4185.070732,17.55435509,0,0,0,0,0,0,0,0,0,0,0
2/02/2007,25175-2007-33,1,25175,2007,251752007,33,25175-2007,1.5230813,0.349057988,2.01E-05,3.293434378,3.42891001,0.861720566,0.378790659,47.67153943,5.315887278,4185.070732,17.37981986,0,0,0,0,0,0,0,0,0,0,0
3/02/2007,25175-2007-34,1,25175,2007,251752007,34,25175-2007,1.378999075,0.432443094,2.04E-06,3.257790954,4.008316151,1.006210492,0.41982819,-40.52504012,4.804076834,4185.070732,16.38159017,0,0,0,0,0,0,0,0,0,0,0
4/02/2007,25175-2007-35,1,25175,2007,251752007,35,25175-2007,0.990382449,0.377766304,1.18E-05,2.521787597,3.610554098,0.836953948,0.487595506,45.74432425,5.354230842,4185.070732,16.84503656,0,0,0,0,0,0,0,0,0,0,0
5/02/2007,25175-2007-36,1,25175,2007,251752007,36,25175-2007,0.603656107,0.309255269,2.90E-05,1.646928581,2.924674637,0.66924733,0.588352653,212.7862387,4.724624988,4185.070732,16.5186165,0,0,0,0,0,0,0,0,0,0,0
6/02/2007,25175-2007-37,1,25175,2007,251752007,37,25175-2007,0.510643284,0.332304887,2.78E-05,1.419181446,3.080313969,0.865379294,0.366620045,3.737656471,4.246912943,4185.070732,17.57537535,0,0,0,0,0,0,0,0,0,0,0
7/02/2007,25175-2007-38,1,25175,2007,251752007,38,25175-2007,0.543346865,0.337585103,5.09E-05,1.694606681,3.142064488,0.865920863,0.526586185,15.99020561,3.627723014,4185.070732,17.46268072,0,0,0,0,0,0,0,0,0,0,0
8/02/2007,25175-2007-39,1,25175,2007,251752007,39,25175-2007,0.566852655,0.368386943,9.63E-05,1.815954408,3.402292149,0.980547717,0.650175363,289.9708938,3.892585349,4185.070732,17.85921626,0,0,0,0,0,0,0,0,0,0,0
9/02/2007,25175-2007-40,1,25175,2007,251752007,40,25175-2007,0.877759453,0.410533242,7.22E-05,3.057507468,3.835677442,0.942491267,1.28625665,993.8754419,3.578093758,4185.070732,18.07516139,0,0,0,0,0,0,0,0,0,0,0
10/02/2007,25175-2007-41,1,25175,2007,251752007,41,25175-2007,0.558153758,0.422953546,8.97E-05,1.998303454,3.973281927,0.804962199,1.13660412,480.0752243,3.460733856,4185.070732,17.897319,0,0,0,0,0,0,0,0,0,0,0
11/02/2007,25175-2007-42,1,25175,2007,251752007,42,25175-2007,0.473325573,0.405529517,2.65E-05,1.631104925,4.07697535,0.785737052,1.237618029,271.3190977,4.821476436,4185.070732,17.56147257,0,0,0,0,0,0,0,0,0,0,0
12/02/2007,25175-2007-43,1,25175,2007,251752007,43,25175-2007,0.430021841,0.444864698,2.42E-05,1.319815244,4.515868946,0.742188927,0.842501269,343.1668643,4.239578107,4185.070732,17.91392494,0,0,0,0,0,0,0,0,1,0,0
13/02/2007,25175-2007-44,1,25175,2007,251752007,44,25175-2007,0.509031454,0.554514728,6.60E-05,1.6452043,5.49217495,0.749368216,1.314181763,1066.300771,3.40495146,4185.070732,18.4073834,0,0,0,0,0,0,0,0,1,0,0
8/08/2015,23001-2015-220,0,23001,2015,230012015,220,23001-2015,3.863087569,0.38761897,0.011934275,13.04023291,3.533290549,0.416069059,1.01063209,66.7075335,3.863864922,9346.036738,29.17421343,1,1,1,0,1,1,1,1,1,1,1
14/08/2015,23001-2015-226,0,23001,2015,230012015,226,23001-2015,1.359138155,0.459180233,0.018877291,4.858775059,3.633935987,0.499341591,1.007170197,62.53662988,4.094288769,9346.036738,26.90037423,0,0,0,0,1,0,0,1,1,0,0
18/08/2015,23001-2015-230,0,23001,2015,230012015,230,23001-2015,4.210184001,0.325176434,0.004825662,11.29457309,2.909468719,0.28148756,0.842675946,181.9245196,3.162903554,9346.036738,27.59569684,1,1,0,1,1,1,1,1,1,1,1
7/09/2015,23001-2015-250,1,23001,2015,230012015,250,23001-2015,11.33618388,0.381225263,0.030157302,28.08741896,3.367144919,0.410644933,1.096731757,66.46989574,3.139126972,9346.036738,27.73565365,1,0,0,1,0,0,0,0,1,1,0
13/09/2015,23001-2015-256,1,23001,2015,230012015,256,23001-2015,1.610969559,0.326824025,0.002800083,4.332690287,2.927863331,0.231545892,0.713019035,427.7479325,4.123998701,9346.036738,27.51939908,1,1,1,1,1,1,1,1,1,1,1
17/09/2015,23001-2015-260,1,23001,2015,230012015,260,23001-2015,7.759132135,0.723325534,0.015513836,21.81075707,6.49513994,0.452556503,1.891313601,44.15221668,4.347969845,9346.036738,27.57114749,0,0,1,1,1,1,1,1,1,0,0
12/11/2013,23001-2013-316,0,23001,2013,230012013,316,23001-2013,0.747755688,0.314162763,0.00261664,2.130220503,2.827695454,0.385781209,1.065489297,16.44707182,4.462361871,9135.220126,27.84227843,1,1,1,1,1,1,1,1,1,1,1
12/12/2013,23001-2013-346,1,23001,2013,230012013,346,23001-2013,0.534335769,0.341759704,0.008046327,2.032286184,2.677349986,0.337748569,1.295061992,513.7327795,4.388585369,9135.220126,27.59255957,1,1,1,1,1,0,1,1,1,0,1
16/03/2008,23001-2008-76,0,23001,2008,230012008,76,23001-2008,6.179818448,0.407963912,0.004671559,20.14747231,2.476202446,0.112731972,2.560275133,171.5639683,6.042564775,8572.851153,25.59162257,1,0,1,0,1,0,0,0,0,0,0
15/04/2008,23001-2008-106,1,23001,2008,230012008,106,23001-2008,2.136647978,0.208924222,0.025660075,9.456107267,1.130622275,0.230374251,1.351063045,342.955546,5.901693587,8572.851153,26.30585286,1,1,1,1,1,1,1,0,0,1,1
16/07/2007,23001-2007-197,0,23001,2007,230012007,197,23001-2007,22.30642188,0.256461092,0.004062627,69.56465739,2.216047094,0.339438042,1.018895537,163.1824343,2.988690648,8546.945193,27.39703371,1,1,0,0,0,0,0,0,0,0,0
19/07/2007,23001-2007-200,0,23001,2007,230012007,200,23001-2007,11.11476535,0.324259586,0.011522516,35.51870898,2.773044494,0.251806751,0.960930298,66.23124063,4.866573285,8546.945193,26.24835402,0,0,0,0,0,0,0,0,0,0,0
21/07/2007,23001-2007-202,0,23001,2007,230012007,202,23001-2007,7.202402128,0.291879646,0.021898657,23.04352102,2.625758405,0.303129762,0.611696248,165.184307,3.17039668,8546.945193,25.71599412,0,1,0,0,1,1,1,1,1,0,0
1/08/2007,23001-2007-213,0,23001,2007,230012007,213,23001-2007,1.628045503,0.346870731,0.004745223,4.517570971,3.450359716,0.394695385,0.658206219,92.46296069,4.153488909,8546.945193,27.00373975,1,1,1,0,0,0,0,0,0,0,0
15/08/2007,23001-2007-227,1,23001,2007,230012007,227,23001-2007,0.172788702,0.275236673,0.008461454,0.340856558,2.704076501,0.218884947,0.470823178,95.76423765,3.722879625,8546.945193,25.14371838,0,0,0,0,0,0,0,0,0,0,0
18/08/2007,23001-2007-230,1,23001,2007,230012007,230,23001-2007,1.200324657,0.287825256,0.014081114,3.396191796,2.543788219,0.195350409,0.599971624,83.98685781,4.551146218,8546.945193,26.36545077,1,1,1,1,1,1,0,0,0,0,0
