Date,DANE.Year.Day,wildfire,DANE,Year,DANEYear,Day,DANE.Year,DUSMASS25,BCSMASS,DMSSMASS,DUSMASS,OCSMASS,SO2SMASS,SO4SMASS,PBLH,SPEED,pop_density,TLML,excess_all_1,excess_all_2,excess_all_3,excess_all_4,excess_all_5,excess_all_6,excess_all_7,excess_all_8,excess_all_10,excess_all_20,excess_all_30
16/01/2022,85001-2022-16,0,85001,2022,850012022,16,85001-2022,6.23170133,0.07493925,5.60E-05,17.62464389,1.383179036,0.035185152,0.271584944,150.7265921,1.877385117,9971.012634,21.90891026,0,1,0,1,1,1,1,0,0,1,1
24/01/2022,85001-2022-24,0,85001,2022,850012022,24,85001-2022,3.122979795,0.095680707,4.59E-05,8.948830065,1.649774761,0.049981827,0.342454082,410.1146564,2.828141151,9971.012634,20.83476766,0,0,1,1,1,1,1,1,1,1,1
15/02/2022,85001-2022-46,1,85001,2022,850012022,46,85001-2022,2.009719909,0.12609506,0.000100624,5.520673817,1.805007577,0.045391425,0.159480063,342.0644106,1.347310193,9971.012634,21.94984947,0,1,1,0,0,0,0,0,0,0,0
23/02/2022,85001-2022-54,1,85001,2022,850012022,54,85001-2022,1.858884785,0.271402761,0.000231734,5.233988162,3.330912935,0.034128768,0.30355652,124.7082951,2.577319301,9971.012634,21.50705128,0,0,0,0,1,1,1,1,1,1,1
25/01/2020,85001-2020-25,0,85001,2020,850012020,25,85001-2020,0.592668525,0.308027125,6.00E-06,1.279113492,3.565524856,0.460085745,1.224295588,537.2118789,3.048107079,9774.963124,23.5066717,1,1,1,1,1,1,1,1,1,1,1
27/01/2020,85001-2020-27,0,85001,2020,850012020,27,85001-2020,1.490357553,0.516351441,4.79E-07,3.183112273,5.925294105,0.232385867,0.746333011,726.2637261,3.382583892,9774.963124,24.67271459,0,0,0,0,0,0,1,1,0,1,1
31/01/2020,85001-2020-31,0,85001,2020,850012020,31,85001-2020,16.55493708,0.479237023,9.92E-05,37.92815355,5.771529432,0.186488948,0.391992609,1276.540278,3.525539895,9774.963124,25.49218225,0,1,1,1,1,1,1,1,1,1,1
24/02/2020,85001-2020-55,1,85001,2020,850012020,55,85001-2020,36.31870317,0.554139292,3.48E-05,85.50693835,7.735770729,0.13064009,0.564185555,946.4339259,2.817812448,9774.963124,25.64700065,1,1,1,1,1,1,1,1,1,1,1
26/02/2020,85001-2020-57,1,85001,2020,850012020,57,85001-2020,11.55012888,0.328423832,1.34E-05,23.2311702,3.213720832,0.268042066,1.035189151,60.03336225,2.453311278,9774.963124,22.64888417,0,1,1,1,1,1,1,1,1,1,1
1/03/2020,85001-2020-61,1,85001,2020,850012020,61,85001-2020,3.797735902,0.534271754,3.49E-06,8.384040142,5.387401202,0.185629666,0.835914172,2277.514678,3.3745704,9774.963124,27.01140008,1,1,1,1,1,1,1,1,1,1,1
2/01/2018,85001-2018-2,0,85001,2018,850012018,2,85001-2018,1.609117161,0.07636248,0.000336792,3.748478338,1.411869717,0.068688758,0.094039427,649.3147962,3.336444434,9210.479061,22.14511771,0,0,0,0,0,0,0,0,1,1,0
5/01/2018,85001-2018-5,0,85001,2018,850012018,5,85001-2018,6.108260399,0.289251762,6.64E-05,12.60898851,3.171854284,0.166979188,0.368689868,653.4686247,4.372496181,9210.479061,22.41160829,0,1,1,1,0,1,1,1,1,1,1
10/01/2018,85001-2018-10,0,85001,2018,850012018,10,85001-2018,2.143502955,0.584696535,1.83E-05,5.371854807,6.521854522,0.206510646,0.786126824,658.2707149,2.141841688,9210.479061,21.7556805,1,1,1,1,1,1,1,1,1,1,1
11/01/2018,85001-2018-11,0,85001,2018,850012018,11,85001-2018,1.571827955,0.452551879,2.63E-05,3.890269944,5.252711227,0.255250874,0.401214663,485.7047801,2.511591074,9210.479061,20.4720112,1,1,1,1,1,1,1,1,1,0,1
12/01/2018,85001-2018-12,0,85001,2018,850012018,12,85001-2018,1.430389429,0.479174115,1.42E-06,3.514461541,5.504954389,0.16291906,0.598722134,1124.90433,2.866163983,9210.479061,22.2327012,0,1,1,1,1,1,1,1,0,0,1
13/01/2018,85001-2018-13,0,85001,2018,850012018,13,85001-2018,0.600923398,0.368192509,7.52E-05,1.470271397,4.779762729,0.126457635,0.515726861,426.2966588,3.538633173,9210.479061,21.50761437,1,1,1,1,1,1,1,1,0,0,1
14/01/2018,85001-2018-14,0,85001,2018,850012018,14,85001-2018,0.601591768,0.285643961,0.000104184,1.704359158,3.167534716,0.157607557,0.52536706,1210.431548,4.276273438,9210.479061,22.61036929,0,1,1,1,0,0,0,0,0,0,0
1/02/2018,85001-2018-32,1,85001,2018,850012018,32,85001-2018,2.523395417,0.452238103,3.01E-06,6.003120242,4.733804186,0.279209562,1.026021404,1465.639413,2.505456232,9210.479061,23.97511155,0,0,1,1,1,1,1,1,1,1,1
4/02/2018,85001-2018-35,1,85001,2018,850012018,35,85001-2018,0.224678431,0.632985824,9.26E-06,0.527139214,6.65964771,0.333642765,2.445114427,565.1796972,2.497628956,9210.479061,22.60870795,0,0,1,1,1,1,1,1,1,0,0
9/02/2018,85001-2018-40,1,85001,2018,850012018,40,85001-2018,0.179146983,0.476544573,8.33E-06,0.54685297,4.779774994,0.294662027,0.547849456,1488.008436,5.564600499,9210.479061,23.90509758,1,1,1,1,0,0,0,0,0,0,0
10/02/2018,85001-2018-41,1,85001,2018,850012018,41,85001-2018,0.151440471,0.425754823,5.17E-05,0.467059601,4.379549953,0.252959202,0.509410856,1564.946484,4.604681863,9210.479061,24.14338962,0,0,0,0,0,0,0,0,0,0,0
11/02/2018,85001-2018-42,1,85001,2018,850012018,42,85001-2018,0.089515535,0.590092477,0.000108959,0.220393242,6.330307674,0.283370711,0.667316301,1603.424313,5.196150878,9210.479061,24.64941848,0,0,0,0,0,0,0,0,0,0,0
12/02/2018,85001-2018-43,1,85001,2018,850012018,43,85001-2018,0.381759198,0.626667347,0.000213031,1.43583605,6.211949053,0.378793404,0.985409583,578.1393992,5.951382327,9210.479061,23.9941436,0,0,0,0,0,0,0,0,0,0,1
13/02/2018,85001-2018-44,1,85001,2018,850012018,44,85001-2018,0.247882892,0.961164631,6.71E-05,0.774543102,9.827392631,0.398649168,1.313846745,1618.518666,4.607745846,9210.479061,23.97864081,0,0,0,0,0,0,0,0,0,0,1
8/01/2015,85001-2015-8,0,85001,2015,850012015,8,85001-2015,0.76351341,0.159415257,0.000539435,2.279472512,2.016352317,0.110731597,0.418954951,1390.066812,4.023639872,8626.819727,21.95193382,0,0,0,0,0,0,0,0,0,0,0
11/01/2015,85001-2015-11,0,85001,2015,850012015,11,85001-2015,2.689967736,0.101568797,0.001904848,6.194317607,1.379561694,0.080623969,0.377501156,491.1085922,5.666587817,8626.819727,22.79474197,0,0,0,0,0,0,0,0,0,0,0
18/01/2015,85001-2015-18,0,85001,2015,850012015,18,85001-2015,1.283799493,0.158063046,0.0001021,3.160267613,2.048510803,0.057484759,0.385483362,316.3550362,3.621122448,8626.819727,22.03143741,0,0,0,0,0,0,0,0,0,0,0
7/02/2015,85001-2015-38,1,85001,2015,850012015,38,85001-2015,4.461779617,0.340563496,3.65E-05,11.68774873,3.201685723,0.205831883,1.564904886,363.513541,2.722447624,8626.819727,23.27532203,0,0,0,0,0,0,0,0,0,0,0
10/02/2015,85001-2015-41,1,85001,2015,850012015,41,85001-2015,2.580745164,0.743735818,0,6.135991452,7.616392839,0.225201668,2.021829764,498.7576823,3.176700809,8626.819727,23.29975122,0,0,0,0,0,0,0,0,0,0,0
17/02/2015,85001-2015-48,1,85001,2015,850012015,48,85001-2015,0.680740644,0.214143808,8.93E-06,2.013478584,2.334621352,0.396651744,0.867282228,667.414391,4.033378244,8626.819727,23.79871567,0,0,0,0,0,0,0,0,0,0,0
29/11/2015,85001-2015-333,0,85001,2015,850012015,333,85001-2015,0.437658688,0.20546667,0.000671095,1.077315832,3.164050878,0.074948713,0.240237003,354.3100167,3.43858518,8626.819727,22.04549302,0,0,0,0,0,0,0,0,0,0,0
29/12/2015,85001-2015-363,1,85001,2015,850012015,363,85001-2015,0.448244523,0.219260653,0.000288304,1.269254711,3.455322809,0.100943546,0.493606137,993.6232991,4.258124123,8626.819727,22.36496246,1,1,1,1,0,0,0,0,0,0,0
17/01/2014,85001-2014-17,0,85001,2014,850012014,17,85001-2014,0.463596881,0.759883116,8.52E-05,1.578434439,7.668980508,0.168705553,1.74832338,903.808827,2.740087206,8463.990252,23.90704673,0,0,0,0,0,0,0,0,0,0,0
18/01/2014,85001-2014-18,0,85001,2014,850012014,18,85001-2014,0.131313113,0.371718458,0.000189075,0.849651525,4.062910725,0.110192017,1.232277731,1081.510134,3.55466653,8463.990252,23.24402796,0,0,0,0,0,0,0,0,0,0,0
20/01/2014,85001-2014-20,0,85001,2014,850012014,20,85001-2014,8.546352154,0.268972442,0.000717594,19.99639127,3.099032587,0.126049039,0.325823122,621.4714079,2.713439722,8463.990252,22.81107872,0,0,1,0,0,0,0,0,0,0,0
21/01/2014,85001-2014-21,0,85001,2014,850012014,21,85001-2014,5.083929697,0.418553906,0.000479041,11.63728569,4.426976646,0.185274644,0.949510967,987.4246878,2.876637795,8463.990252,23.48663005,0,1,1,0,0,0,0,0,0,0,0
16/02/2014,85001-2014-47,1,85001,2014,850012014,47,85001-2014,3.12226301,0.684375311,4.35E-05,8.111178843,6.930951068,0.366076627,0.819116283,1516.508691,4.681518483,8463.990252,25.4689836,0,0,1,1,1,1,1,1,0,0,0
17/02/2014,85001-2014-48,1,85001,2014,850012014,48,85001-2014,3.054819577,0.337116418,2.98E-05,8.073210893,3.371456969,0.153711845,0.835087592,1120.63115,3.959369985,8463.990252,25.76312941,0,1,1,1,1,1,1,1,0,0,0
19/02/2014,85001-2014-50,1,85001,2014,850012014,50,85001-2014,4.79647498,0.80982347,2.91E-05,11.68183943,8.202537801,0.326034083,1.752190181,1059.901286,3.406328042,8463.990252,25.20859543,1,1,1,1,1,0,0,0,0,0,0
20/02/2014,85001-2014-51,1,85001,2014,850012014,51,85001-2014,7.89458626,0.776239914,2.78E-05,19.7083041,7.833803551,0.370871569,1.34927324,1244.319055,3.110231801,8463.990252,25.09797971,0,1,0,0,0,0,0,0,0,0,0
8/01/2010,85001-2010-8,0,85001,2010,850012010,8,85001-2010,0.625752023,0.303588189,0.000618575,1.547888034,3.497279382,0.390896372,0.742012484,1401.905971,4.445671145,7789.264414,25.16502924,1,1,1,0,0,0,0,0,1,1,0
11/01/2010,85001-2010-11,0,85001,2010,850012010,11,85001-2010,0.214759437,0.29363566,0.000209479,0.65826915,3.62679482,0.183852033,0.42209856,937.2571036,3.707169361,7789.264414,25.07789809,0,0,0,0,0,1,1,1,1,1,1
13/01/2010,85001-2010-13,0,85001,2010,850012010,13,85001-2010,0.173003788,0.611133271,0.00016511,0.570024692,6.743054874,0.548018162,1.111670943,567.5318033,4.593980776,7789.264414,25.22646909,0,1,1,1,1,1,1,1,1,1,1
14/01/2010,85001-2010-14,0,85001,2010,850012010,14,85001-2010,0.154966397,0.295196625,6.05E-05,0.56236926,3.266839112,0.329781843,0.948195208,1024.087211,3.974899698,7789.264414,25.66768974,1,1,1,1,1,1,1,1,1,1,1
29/01/2010,85001-2010-29,0,85001,2010,850012010,29,85001-2010,1.044713627,0.794718384,0.000326984,2.719240693,8.308961953,0.723197797,1.083707631,153.1080485,3.844066079,7789.264414,25.70618071,1,1,1,0,0,0,0,0,0,1,1
7/02/2010,85001-2010-38,1,85001,2010,850012010,38,85001-2010,0.489764808,0.145771966,0.000739376,1.579987985,1.747895032,0.093828648,0.486355019,1393.492268,4.214018478,7789.264414,26.07233525,1,1,1,1,1,1,1,1,1,1,1
10/02/2010,85001-2010-41,1,85001,2010,850012010,41,85001-2010,2.048512017,0.412453147,0.000732426,5.452924052,4.343372565,0.445996212,1.295837157,497.8267256,4.507378038,7789.264414,26.03355347,0,0,0,0,0,0,0,1,1,1,0
12/02/2010,85001-2010-43,1,85001,2010,850012010,43,85001-2010,3.869223955,0.52956594,0.00253834,10.09942011,5.612108474,0.234185455,1.007879455,828.0592834,4.116395351,7789.264414,27.29565424,0,0,0,0,0,1,1,1,1,1,0
13/02/2010,85001-2010-44,1,85001,2010,850012010,44,85001-2010,4.743418613,0.552441946,0.001789526,12.57774122,6.786901273,0.121052552,1.163300796,695.4793828,3.018140598,7789.264414,26.11497645,0,0,0,0,1,1,1,1,1,1,0
28/02/2010,85001-2010-59,1,85001,2010,850012010,59,85001-2010,0.699916304,0.435225563,0.000531844,2.030064392,4.602899854,0.14034529,1.156473987,822.6937817,2.91450721,7789.264414,24.28733463,1,1,1,1,1,1,1,1,1,1,0
13/02/2008,85001-2008-44,0,85001,2008,850012008,44,85001-2008,3.375308799,0.223653819,0.000365353,7.335285222,3.039088847,0.06265556,0.957697473,728.4760657,5.005441639,7433.976784,21.34911561,0,0,1,0,0,0,0,0,0,0,0
15/02/2008,85001-2008-46,0,85001,2008,850012008,46,85001-2008,1.336015279,0.159352747,0.000257853,3.188053231,1.823058749,0.101143946,0.609317436,825.4880471,3.450575796,7433.976784,23.33046627,1,1,1,0,0,0,0,0,0,0,0
29/02/2008,85001-2008-60,0,85001,2008,850012008,60,85001-2008,5.161051818,0.26019799,1.18E-05,11.45308899,2.427497496,0.202582914,1.546699362,767.6321031,3.863587395,7433.976784,24.21290638,1,1,1,0,0,0,0,0,0,0,0
3/03/2008,85001-2008-63,0,85001,2008,850012008,63,85001-2008,1.947814007,0.237914619,1.71E-05,4.762500548,2.210466434,0.25733451,1.914830845,1266.814058,4.484339044,7433.976784,25.12976393,0,0,0,0,0,0,0,0,0,0,0
14/03/2008,85001-2008-74,1,85001,2008,850012008,74,85001-2008,0.484129336,0.356833658,9.09E-06,1.353242702,3.766158133,0.047898698,1.05769176,31.74662385,3.007081238,7433.976784,20.54831772,0,0,0,0,0,0,0,0,0,0,0
16/03/2008,85001-2008-76,1,85001,2008,850012008,76,85001-2008,20.49471937,0.505922119,1.98E-05,48.99288455,5.232902932,0.041241443,1.112900491,1426.03672,3.779630891,7433.976784,23.53964281,0,0,0,0,0,0,0,0,1,0,0
30/03/2008,85001-2008-90,1,85001,2008,850012008,90,85001-2008,3.99273285,0.48615311,1.48E-05,10.9745414,4.981939737,0.190380197,2.516737679,637.6054497,3.343401252,7433.976784,24.6643932,0,0,0,0,0,0,0,0,0,0,0
2/04/2008,85001-2008-93,1,85001,2008,850012008,93,85001-2008,0.899841369,0.29299077,0,2.552202085,3.102921755,0.43367862,2.004280426,34.57176982,2.64902745,7433.976784,21.84075097,0,0,0,0,0,0,0,0,0,0,0
17/01/2007,85001-2007-17,0,85001,2007,850012007,17,85001-2007,0.442642641,0.267465483,0.000789073,0.944035643,3.050734968,0.184410963,0.435066601,803.5407614,3.612095862,7253.44706,24.34860007,1,1,1,0,0,0,0,0,0,0,0
18/01/2007,85001-2007-18,0,85001,2007,850012007,18,85001-2007,0.885876575,0.436092779,0.000539802,2.625656737,4.642911067,0.247467327,1.093331806,984.2882623,4.741925767,7253.44706,22.42673588,0,0,0,0,0,0,0,0,0,0,0
19/01/2007,85001-2007-19,0,85001,2007,850012007,19,85001-2007,2.167125905,0.334742473,0.000143762,4.410873912,3.703766707,0.243213374,0.554115329,799.2929505,3.900661454,7253.44706,23.13567101,0,0,0,0,0,0,0,0,0,0,0
21/01/2007,85001-2007-21,0,85001,2007,850012007,21,85001-2007,5.718348436,0.352083852,7.29E-05,12.09031725,3.940014911,0.238189176,0.578107821,692.4727217,3.317803119,7253.44706,24.44110807,0,0,0,0,0,0,0,0,0,0,0
23/01/2007,85001-2007-23,0,85001,2007,850012007,23,85001-2007,15.62213663,0.898826393,0.00022229,31.27515775,9.3894921,0.264037576,0.859090727,1676.050376,3.22462733,7253.44706,23.58083203,0,0,0,0,0,0,0,0,0,0,0
16/02/2007,85001-2007-47,1,85001,2007,850012007,47,85001-2007,0.639081901,0.891516348,3.85E-05,2.122028339,9.281461966,0.694644536,2.254062362,193.4317525,3.949886606,7253.44706,25.83471558,0,0,0,0,0,0,0,0,0,0,0
17/02/2007,85001-2007-48,1,85001,2007,850012007,48,85001-2007,0.418859429,0.754695197,3.42E-05,1.483168358,7.880395535,0.725104809,1.85926093,915.0075123,4.498430176,7253.44706,24.97284708,0,0,0,0,0,0,0,0,0,0,0
18/02/2007,85001-2007-49,1,85001,2007,850012007,49,85001-2007,1.303414734,0.594269076,6.07E-05,3.165772695,6.271149432,0.605664898,0.773829472,1846.797475,5.403111631,7253.44706,25.55761605,0,0,1,0,0,0,0,0,0,0,0
20/02/2007,85001-2007-51,1,85001,2007,850012007,51,85001-2007,0.941390462,0.627507806,8.10E-06,2.383454412,6.596675418,0.859845794,1.521794811,1702.230518,5.487587705,7253.44706,24.9388005,1,1,1,0,0,0,0,0,0,0,0
22/02/2007,85001-2007-53,1,85001,2007,850012007,53,85001-2007,0.579072091,0.535624473,0.000105907,1.454555175,5.825486125,0.5363787,1.14861253,1688.619229,4.935416155,7253.44706,24.99439233,0,0,0,0,0,0,0,0,0,0,0
14/11/2021,76834-2021-318,0,76834,2021,768342021,318,76834-2021,0.496477362,0.449635742,0.00662835,1.312623709,3.083054883,0.037875215,1.464905245,213.9516065,3.68010888,12560.9944,16.76428391,0,0,1,0,1,1,1,1,1,1,1
14/12/2021,76834-2021-348,1,76834,2021,768342021,348,76834-2021,0.708842766,0.493185487,0.013213027,2.010354837,3.22431624,0.075236148,0.69009731,709.1494816,1.901356316,12560.9944,17.34087594,1,1,1,1,1,1,1,1,1,1,1
1/01/2020,76834-2020-1,0,76834,2020,768342020,1,76834-2020,0.64269419,0.233965295,0.005810254,1.45125037,1.022788386,0.056553571,1.555406389,277.087221,3.10013324,12467.08683,17.41459854,1,1,1,1,1,1,1,1,1,1,1
12/01/2020,76834-2020-12,1,76834,2020,768342020,12,76834-2020,0.934889273,0.321971316,0.000975092,2.342977557,2.225247173,0.229715787,0.500369723,459.7072494,3.081732334,12467.08683,18.80882798,1,1,1,1,1,1,1,1,1,1,1
13/01/2020,76834-2020-13,1,76834,2020,768342020,13,76834-2020,0.590228767,0.291166491,0.004136162,1.658802659,1.957826992,0.190164694,0.438457647,193.1816478,4.184484074,12467.08683,19.36040072,0,1,1,1,1,1,1,1,1,1,1
16/01/2020,76834-2020-16,1,76834,2020,768342020,16,76834-2020,0.346479781,0.265748872,0.002490374,1.063916808,1.836362242,0.181024093,0.508665972,169.5383769,2.904579994,12467.08683,19.1197494,0,1,1,1,1,1,1,1,1,1,1
19/01/2020,76834-2020-19,1,76834,2020,768342020,19,76834-2020,0.878159491,0.256663056,0.020265182,2.575888892,1.777069565,0.188018383,0.911003358,334.8673157,4.43374452,12467.08683,19.89882855,1,0,1,1,1,1,1,1,1,1,1
21/01/2020,76834-2020-21,1,76834,2020,768342020,21,76834-2020,0.509990729,0.195106223,0.060687772,1.236426711,0.689725637,0.038463063,0.249988933,679.7996149,2.260142946,12467.08683,18.24786475,1,1,1,1,1,1,1,1,1,1,1
25/01/2020,76834-2020-25,1,76834,2020,768342020,25,76834-2020,0.321336946,0.287721851,0.006270961,0.664053362,1.15210905,0.098967215,0.801981873,665.1916915,2.333857924,12467.08683,17.82026316,1,1,1,1,1,1,1,1,1,1,1
26/01/2020,76834-2020-26,1,76834,2020,768342020,26,76834-2020,0.292996522,0.233916237,0.018884597,0.649745351,1.04654953,0.031805097,0.681058447,1497.101755,2.827416552,12467.08683,18.00431296,1,1,1,1,1,1,1,1,1,1,1
27/01/2020,76834-2020-27,1,76834,2020,768342020,27,76834-2020,1.075260927,0.470742888,0.000847263,2.21472995,3.442573258,0.201308039,1.520170119,102.4924097,3.508063371,12467.08683,15.91761974,1,1,1,1,1,1,1,1,1,1,1
30/01/2020,76834-2020-30,1,76834,2020,768342020,30,76834-2020,1.200547041,0.446348618,0.000507057,2.750564276,2.938027676,0.255406471,1.240225754,1017.679693,2.638076376,12467.08683,17.22171687,1,0,1,1,0,1,1,1,1,1,1
31/01/2020,76834-2020-31,1,76834,2020,768342020,31,76834-2020,4.146656118,0.730125901,0.009023506,9.557021028,6.476498507,0.184737328,1.042675717,587.2454607,2.21549545,12467.08683,18.90999737,0,1,1,0,1,1,1,1,1,1,1
13/12/2019,76834-2019-347,0,76834,2019,768342019,347,76834-2019,0.371724786,0.237053641,0.003965282,1.315594233,0.985622191,0.03981894,0.370290859,99.25163591,2.603873935,12368.27731,16.81192866,0,1,0,1,1,1,1,1,1,1,1
14/12/2019,76834-2019-348,0,76834,2019,768342019,348,76834-2019,0.303751517,0.202498289,0.008653009,0.965498926,0.764024339,0.027060386,0.291341901,92.43744469,2.953404824,12368.27731,16.94890442,1,1,1,1,1,1,1,1,1,1,1
17/12/2019,76834-2019-351,0,76834,2019,768342019,351,76834-2019,0.344231431,0.375816147,0.009387686,1.429743209,2.089272008,0.210259708,2.294057719,49.58892282,2.04876188,12368.27731,18.46664455,1,0,0,1,1,1,1,1,1,1,1
20/12/2019,76834-2019-354,0,76834,2019,768342019,354,76834-2019,0.88586454,0.261481686,0.004146112,2.854819081,1.498694456,0.153079574,1.533692519,1029.288306,2.072583252,12368.27731,19.15719719,1,1,1,1,1,1,1,1,1,1,1
22/12/2019,76834-2019-356,0,76834,2019,768342019,356,76834-2019,0.520379771,0.231303198,0.022356597,1.806559623,1.321238191,0.125361218,0.743833218,1572.497925,2.341112499,12368.27731,18.56273137,1,1,1,1,1,0,0,0,0,1,1
26/12/2019,76834-2019-360,0,76834,2019,768342019,360,76834-2019,0.313223454,0.223775207,0.01436354,0.822832231,1.234713923,0.128148791,0.512134005,165.3124577,2.446155075,12368.27731,19.88168899,1,0,0,0,0,0,1,0,0,1,1
27/12/2019,76834-2019-361,0,76834,2019,768342019,361,76834-2019,0.462463865,0.265303025,0.020350538,1.189611209,1.374855493,0.164553915,0.344146249,312.8336901,2.742343078,12368.27731,20.01325306,0,0,0,0,0,0,0,0,0,1,1
28/12/2019,76834-2019-362,0,76834,2019,768342019,362,76834-2019,1.257682563,0.285288941,0.017498193,3.135889157,1.7391774,0.168275341,1.690140359,388.9526834,2.099156147,12368.27731,19.46092818,0,0,0,0,1,1,0,0,1,1,1
31/12/2019,76834-2019-365,0,76834,2019,768342019,365,76834-2019,0.174487339,0.210832286,0.004633581,0.40437049,0.682312043,0.037670279,0.526234538,820.1597109,2.391934268,12368.27731,16.75378219,1,1,1,1,1,1,1,1,1,1,1
26/01/2018,76834-2018-26,1,76834,2018,768342018,26,76834-2018,0.725485026,0.259212698,0.005895299,2.09727888,1.623120149,0.158866333,0.528604326,390.205008,2.68049402,12251.47059,18.88932183,1,1,1,0,0,0,0,0,0,1,1
7/06/2018,76834-2018-158,0,76834,2018,768342018,158,76834-2018,2.926342861,0.218507677,0.015667848,8.226534654,1.336960774,0.160819086,0.670784755,153.6754244,2.580747086,12251.47059,18.71084101,1,0,1,1,1,1,1,1,1,1,1
11/06/2018,76834-2018-162,0,76834,2018,768342018,162,76834-2018,1.254144475,0.200844005,0.013371052,3.3012533,1.05268371,0.114687745,0.383534129,891.1564002,2.75878349,12251.47059,18.70154717,1,0,1,1,1,1,1,1,1,1,1
18/06/2018,76834-2018-169,0,76834,2018,768342018,169,76834-2018,2.38323008,0.192442033,0.003049091,6.811173191,1.100442644,0.154262613,0.270217175,146.1731697,3.91186715,12251.47059,18.34254319,0,0,0,1,1,1,0,0,0,1,1
7/07/2018,76834-2018-188,1,76834,2018,768342018,188,76834-2018,5.622933207,0.227473752,0.014351865,15.03639716,1.415979279,0.109619217,0.552733863,262.2450422,3.062748796,12251.47059,17.79791144,0,0,1,1,1,1,1,1,0,1,1
11/07/2018,76834-2018-192,1,76834,2018,768342018,192,76834-2018,3.369744066,0.191456566,0.005908415,9.876492137,1.237444876,0.15111939,0.298854416,251.2169301,3.861963252,12251.47059,18.03434707,1,1,0,1,0,0,0,0,1,1,1
18/07/2018,76834-2018-199,1,76834,2018,768342018,199,76834-2018,4.08117074,0.273717116,0.00643966,11.84133002,1.825039633,0.198084425,0.372946585,53.75799948,2.895958463,12251.47059,18.13842285,1,1,1,1,1,1,1,1,1,1,1
8/08/2018,76834-2018-220,0,76834,2018,768342018,220,76834-2018,4.491737386,0.213529218,0.005515298,13.00872145,1.447062324,0.168027298,0.280840702,312.9779518,4.471438486,12251.47059,18.94186496,1,0,1,0,0,0,0,0,0,1,1
10/08/2018,76834-2018-222,0,76834,2018,768342018,222,76834-2018,2.069838772,0.161611014,0.00195736,5.468868514,1.095576517,0.120450359,0.176806657,406.2253259,6.283969101,12251.47059,17.96256429,1,0,0,0,0,0,0,0,0,1,1
7/09/2018,76834-2018-250,1,76834,2018,768342018,250,76834-2018,1.697840107,0.532665175,0.001925325,5.268924044,4.611217163,0.160095508,1.135499247,564.3711656,2.34602211,12251.47059,17.9602697,1,0,0,0,1,0,0,0,0,1,1
9/09/2018,76834-2018-252,1,76834,2018,768342018,252,76834-2018,0.560810751,0.458394687,0.001841247,1.720203673,4.063901802,0.224198857,0.628102698,226.7184588,3.301402783,12251.47059,18.75751735,0,0,1,0,0,0,0,0,0,1,1
27/12/2017,76834-2017-361,0,76834,2017,768342017,361,76834-2017,0.402888417,0.27286999,0.01374133,1.485567391,1.239825442,0.044924997,0.897135002,974.9109821,2.999455253,12117.71709,16.98668121,0,0,1,1,1,1,1,1,1,1,1
4/01/2016,76834-2016-4,0,76834,2016,768342016,4,76834-2016,1.340424571,0.342896258,0.002319768,3.969585035,2.190770828,0.24311284,1.611509432,229.4955827,1.876321141,12050.70028,18.4097527,1,1,1,1,1,1,1,1,1,1,1
9/01/2016,76834-2016-9,1,76834,2016,768342016,9,76834-2016,1.378457684,0.372527031,0.031848719,3.944334862,2.29619894,0.045467159,4.671389374,481.5832636,4.012840589,12050.70028,18.45564658,0,1,1,1,1,0,1,1,1,1,1
10/01/2016,76834-2016-10,0,76834,2016,768342016,10,76834-2016,0.487700823,0.211330756,0.030959603,1.220844646,0.950031074,0.034742839,0.667923361,350.1028859,4.464883543,12050.70028,17.89270823,1,1,1,1,1,1,1,1,1,1,1
11/01/2016,76834-2016-11,1,76834,2016,768342016,11,76834-2016,0.454291609,0.245014557,0.014760852,0.999340194,1.085825827,0.022648122,0.504961919,825.7337174,4.435111192,12050.70028,17.27495398,0,0,0,0,0,0,1,0,0,1,1
14/01/2016,76834-2016-14,1,76834,2016,768342016,14,76834-2016,1.174251995,0.43861695,0.001492645,2.785140823,3.375339709,0.072490346,1.057777212,553.6579623,2.242139063,12050.70028,16.86171501,0,0,1,1,1,1,1,0,1,1,1
15/01/2016,76834-2016-15,0,76834,2016,768342016,15,76834-2016,1.294020343,0.557174792,0.001631798,2.844843555,4.456549173,0.104564304,1.753428804,1044.158586,2.083039635,12050.70028,17.77244495,1,1,1,1,1,1,1,0,1,1,1
17/01/2016,76834-2016-17,1,76834,2016,768342016,17,76834-2016,0.604072845,0.394323692,0.022766962,1.564013971,2.980709109,0.168501843,0.782120147,616.4648654,2.053881469,12050.70028,19.74646789,1,0,1,0,0,0,1,1,1,1,1
21/01/2016,76834-2016-21,1,76834,2016,768342016,21,76834-2016,2.76118033,1.180325221,0.004808524,6.693538598,11.05998194,0.195858837,3.017458429,520.0178612,1.943501181,12050.70028,18.8416508,0,0,1,1,1,1,1,1,1,1,1
25/01/2016,76834-2016-25,1,76834,2016,768342016,25,76834-2016,1.260418521,0.484238145,0.003550543,3.101568269,3.628796945,0.151585482,1.248521794,272.373558,2.170180274,12050.70028,19.58728201,1,0,1,0,0,0,0,1,1,1,1
28/01/2016,76834-2016-28,1,76834,2016,768342016,28,76834-2016,1.004181611,0.439182282,0.003971501,2.68457978,3.205370012,0.188520007,0.814369211,737.8381949,2.440835513,12050.70028,20.05239043,0,0,0,0,1,1,1,1,1,1,1
